,group_count,patient_count,rec_count,marketer,prosecutor,field_count
0,73252903,4936,79080802,0.9263045030828089,1.0,56
0,75948243,4936,79080802,0.9603878701179586,1.0,51
0,59403098,4936,79080802,0.7511696454469442,1.0,46
0,29702062,4936,79080802,0.37559130975935223,1.0,34
0,17356,4936,79080802,0.00021947172462919635,1.0,6
0,33200826,4936,79080802,0.4198342095721285,1.0,50
0,63133251,4936,79080802,0.7983385272192864,1.0,44
0,68928015,4936,79080802,0.8716150223160357,1.0,42
0,74600001,4936,79080802,0.943338953492151,1.0,61
0,260283,4936,79080802,0.003291355087673491,1.0,11
0,310892,4936,79080802,0.00393132077744988,1.0,22
0,2165372,4936,79080802,0.027381765804550137,1.0,12
0,922438,4936,79080802,0.011664499811218405,1.0,16
0,413528,4936,79080802,0.005229183184055215,1.0,28
0,31530512,4936,79080802,0.39871259778068513,1.0,33
0,13953592,4936,79080802,0.1764472747759943,1.0,33
0,21453353,4936,79080802,0.2712839583999161,1.0,40
0,7245077,4936,79080802,0.09161612953798824,1.0,27
0,76209892,4936,79080802,0.9636964986773907,1.0,55
0,27800810,4936,79080802,0.351549419035988,1.0,34
0,76243122,4936,79080802,0.9641167018007734,1.0,48
0,26465871,4936,79080802,0.3346687227577687,1.0,43
0,78821359,4936,79080802,0.9967192669593816,1.0,63
0,28891,4936,79080802,0.00036533519222528874,1.0,7
0,57961826,4936,79080802,0.732944337109783,1.0,45
0,67768611,4936,79080802,0.8569540177399819,1.0,51
0,1731956,4936,79080802,0.02190109301117103,1.0,10
0,168974,4936,79080802,0.002136725927488697,1.0,4
0,29030,4936,79080802,0.00036709288810702755,1.0,4
0,234085,4936,79080802,0.002960073672495127,1.0,7
0,34572881,4936,79080802,0.43718424858665444,1.0,27
0,1776539,4936,79080802,0.022464858158621103,1.0,44
0,300875,4936,79080802,0.003804652866317668,1.0,22
0,35318380,4936,79080802,0.4466113027027723,1.0,29
0,28205,4936,79080802,0.0003566605204636139,1.0,7
0,79080802,4936,79080802,1.0,1.0,58
0,397069,4936,79080802,0.005021054288245584,1.0,20
0,4745200,4936,79080802,0.06000444962609256,1.0,19
0,24773781,4936,79080802,0.3132717470417156,1.0,29
0,2615721,4936,79080802,0.03307656136314854,1.0,12
0,74039892,4936,79080802,0.9362562104516846,1.0,50
0,73882441,4936,79080802,0.9342651962482627,1.0,60
0,14125,4936,79080802,0.0001786147793493546,1.0,5
0,825181,4936,79080802,0.010434656441648127,1.0,25
0,36753366,4936,79080802,0.4647571227211378,1.0,34
0,25872023,4936,79080802,0.3271593401392161,1.0,38
0,73854695,4936,79080802,0.933914339917797,1.0,59
0,341200,4936,79080802,0.004314574351433614,1.0,10
0,1615871,4936,79080802,0.020433164044036882,1.0,36
0,26855349,4936,79080802,0.3395937866184008,1.0,44
0,4945,4936,79080802,6.253097938991564e-05,1.0,3
0,78910963,4936,79080802,0.9978523358931034,1.0,61
0,54486940,4936,79080802,0.6890033816298423,1.0,35
0,151568,4936,79080802,0.0019166219381538392,1.0,9
0,59783508,4936,79080802,0.7559800417805576,1.0,58
0,71093856,4936,79080802,0.8990027187635249,1.0,18
0,64369022,4936,79080802,0.8139652149708851,1.0,46
0,62543761,4936,79080802,0.7908842527924793,1.0,45
0,62041066,4936,79080802,0.7845275266682298,1.0,43
0,73975348,4936,79080802,0.9354400325884403,1.0,49
0,40653135,4936,79080802,0.5140708486997894,1.0,35
0,48326765,4936,79080802,0.6111061569658841,1.0,49
0,67045589,4936,79080802,0.8478111918996472,1.0,49
0,79076579,4936,79080802,0.9999465989229598,1.0,56
0,1558847,4936,79080802,0.019712078792524134,1.0,25
0,948508,4936,79080802,0.011994162628750275,1.0,40
0,812703,4936,79080802,0.010276868461703259,1.0,15
0,29298044,4936,79080802,0.3704823833223138,1.0,37
0,56720514,4936,79080802,0.7172475817835029,1.0,49
0,218803,4936,79080802,0.002766828287856767,1.0,5
0,66367106,4936,79080802,0.8392315748138215,1.0,57
0,1332761,4936,79080802,0.016853154827640722,1.0,10
0,60501534,4936,79080802,0.7650596917315027,1.0,35
0,60467936,4936,79080802,0.7646348351398864,1.0,53
0,66246412,4936,79080802,0.8377053636861195,1.0,52
0,913015,4936,79080802,0.01154534320478945,1.0,11
0,62055915,4936,79080802,0.7847152966405171,1.0,59
0,3219311,4936,79080802,0.04070913443695222,1.0,18
0,64755452,4936,79080802,0.81885173597506,1.0,39
0,52618195,4936,79080802,0.6653725514822169,1.0,53
0,78821327,4936,79080802,0.99671886230997,1.0,44
0,54633328,4936,79080802,0.6908545009444896,1.0,36
0,77275610,4936,79080802,0.9771728162291525,1.0,57
0,41647070,4936,79080802,0.5266394491042212,1.0,40
0,28519635,4936,79080802,0.3606391725769296,1.0,25
0,7391189,4936,79080802,0.0934637587514603,1.0,21
0,1075502,4936,79080802,0.013600039109365634,1.0,27
0,68409612,4936,79080802,0.8650596639118556,1.0,50
0,278758,4936,79080802,0.0035249768964153902,1.0,25
0,24001559,4936,79080802,0.30350677273101,1.0,13
0,41455,4936,79080802,0.0005242106674638934,1.0,4
0,16165091,4936,79080802,0.20441233006210535,1.0,46
0,77126545,4936,79080802,0.9752878454621642,1.0,51
0,1629021,4936,79080802,0.02059944966162584,1.0,10
0,333012,4936,79080802,0.004211034683234497,1.0,4
0,41394238,4936,79080802,0.5234423141029855,1.0,50
0,73470982,4936,79080802,0.9290621761777277,1.0,51
0,239671,4936,79080802,0.0030307102854116225,1.0,7
0,51259522,4936,79080802,0.6481917317935142,1.0,28
0,46688071,4936,79080802,0.5903843893743009,1.0,38
0,79080796,4936,79080802,0.9999999241282354,1.0,62
0,77184519,4936,79080802,0.9760209437430845,1.0,58
0,51287767,4936,79080802,0.6485488981257423,1.0,39
0,44577832,4936,79080802,0.5636997965700955,1.0,40
0,19259803,4936,79080802,0.24354587349784337,1.0,42
0,76327249,4936,79080802,0.9651805124586369,1.0,49
0,12746329,4936,79080802,0.16118107906897555,1.0,25
0,15944,4936,79080802,0.0002016165693413175,1.0,11
0,79080801,4936,79080802,0.9999999873547059,1.0,60
0,29317839,4936,79080802,0.3707326969192852,1.0,28
0,68037621,4936,79080802,0.8603557283093816,1.0,55
0,114217,4936,79080802,0.0014443075577306361,1.0,5
0,53784369,4936,79080802,0.6801191646994171,1.0,27
0,70726167,4936,79080802,0.894353183216326,1.0,48
0,3061533,4936,79080802,0.03871398522235523,1.0,21
0,68276967,4936,79080802,0.8633823288742064,1.0,61
0,41854798,4936,79080802,0.5292662307597741,1.0,36
0,72635171,4936,79080802,0.9184931002596559,1.0,56
0,159482,4936,79080802,0.0020166967957659307,1.0,10
0,9758862,4936,79080802,0.12340368020041072,1.0,22
0,57783445,4936,79080802,0.7306886569005712,1.0,32
0,6468517,4936,79080802,0.0817962999414194,1.0,12
0,1455075,4936,79080802,0.01839985133180617,1.0,19
0,60526181,4936,79080802,0.7653713602955114,1.0,21
0,30474926,4936,79080802,0.38536440234887853,1.0,19
0,700152,4936,79080802,0.008853627963965261,1.0,31
0,78221066,4936,79080802,0.9891283854202693,1.0,57
0,5191,4936,79080802,6.56417217417699e-05,1.0,2
0,64287834,4936,79080802,0.8129385688324203,1.0,35
0,79080664,4936,79080802,0.9999982549494124,1.0,50
0,67251337,4936,79080802,0.8504129358728557,1.0,54
0,13538415,4936,79080802,0.17119723950194637,1.0,29
0,6893058,4936,79080802,0.08716474574954361,1.0,9
0,60232321,4936,79080802,0.761655414167398,1.0,41
0,3550992,4936,79080802,0.04490333823372201,1.0,13
0,28794489,4936,79080802,0.36411478224512694,1.0,40
0,76605808,4936,79080802,0.9687029729415237,1.0,29
0,5577545,4936,79080802,0.07052969695476786,1.0,20
0,70071304,4936,79080802,0.8860722479774548,1.0,58
0,4103547,4936,79080802,0.05189055872245706,1.0,17
0,4577392,4936,79080802,0.05788246811153989,1.0,18
0,76469075,4936,79080802,0.9669739439415397,1.0,41
0,74684955,4936,79080802,0.9444132218082462,1.0,58
0,2588615,4936,79080802,0.03273379802091537,1.0,24
0,77840468,4936,79080802,0.9843156117713626,1.0,44
0,232182,4936,79080802,0.002936009677797653,1.0,8
0,37207,4936,79080802,0.00047049345807089816,1.0,5
0,76993790,4936,79080802,0.9736091194421624,1.0,61
0,76469335,4936,79080802,0.9669772317180091,1.0,56
0,54965739,4936,79080802,0.6950579358059621,1.0,37
0,75596114,4936,79080802,0.9559350953471615,1.0,46
0,195773,4936,79080802,0.0024756071644291113,1.0,11
0,48365475,4936,79080802,0.6115956563010072,1.0,38
0,67268577,4936,79080802,0.8506309407433678,1.0,55
0,75766196,4936,79080802,0.9580858322605277,1.0,48
0,57445391,4936,79080802,0.7264138646444177,1.0,45
0,22331841,4936,79080802,0.2823926975348581,1.0,23
0,25612028,4936,79080802,0.3238716268962472,1.0,37
0,1137001,4936,79080802,0.014377712052035082,1.0,24
0,68276967,4936,79080802,0.8633823288742064,1.0,52
0,31380613,4936,79080802,0.3968170808384063,1.0,31
0,36521716,4936,79080802,0.4618278403398084,1.0,47
0,5706034,4936,79080802,0.0721544781500825,1.0,19
0,36105457,4936,79080802,0.45656412285752995,1.0,47
0,36808418,4936,79080802,0.46545327145265925,1.0,30
0,4442313,4936,79080802,0.05617435442801908,1.0,16
0,62274,4936,79080802,0.0007874730456072006,1.0,9
0,3227893,4936,79080802,0.04081765635103195,1.0,10
0,117026,4936,79080802,0.0014798281888946953,1.0,13
0,45553164,4936,79080802,0.576033156568139,1.0,28
0,12834,4936,79080802,0.00016228970464917642,1.0,2
0,66007532,4936,79080802,0.8346846558283514,1.0,60
0,541227,4936,79080802,0.006843974597020399,1.0,13
0,6921712,4936,79080802,0.08752708400706406,1.0,18
0,59795213,4936,79080802,0.7561280549481529,1.0,36
0,62833076,4936,79080802,0.794542726058848,1.0,59
0,54614720,4936,79080802,0.6906191973116307,1.0,38
0,36832023,4936,79080802,0.46575176362020204,1.0,43
0,16399087,4936,79080802,0.2073712783034244,1.0,35
0,131472,4936,79080802,0.0016625021076543964,1.0,11
0,8381324,4936,79080802,0.10598430703826195,1.0,23
0,25462,4936,79080802,0.00032197447871102773,1.0,7
0,1359868,4936,79080802,0.01719593081516801,1.0,12
0,259239,4936,79080802,0.0032781534006192806,1.0,15
0,120282,4936,79080802,0.0015210012665273678,1.0,12
0,44081333,4936,79080802,0.5574214206881716,1.0,47
0,81457,4936,79080802,0.0010300477225812657,1.0,12
0,35107,4936,79080802,0.000443938340433118,1.0,9
0,7203735,4936,79080802,0.09109334778875915,1.0,35
0,52773904,4936,79080802,0.6673415375832936,1.0,30
0,56040523,4936,79080802,0.7086488955941544,1.0,53
0,24612227,4936,79080802,0.3112288491965471,1.0,23
0,77343073,4936,79080802,0.9780259057059133,1.0,41
0,46945706,4936,79080802,0.5936422597231626,1.0,35
0,73339271,4936,79080802,0.9273966518447803,1.0,39
0,3343623,4936,79080802,0.0422810962387559,1.0,35
0,77171577,4936,79080802,0.9758572883466711,1.0,55
0,60446703,4936,79080802,0.7643663376099802,1.0,52
0,70782394,4936,79080802,0.8950641901684305,1.0,45
0,69405531,4936,79080802,0.8776533525798081,1.0,57
0,250733,4936,79080802,0.003170592528892158,1.0,9
0,68701441,4936,79080802,0.868749927447625,1.0,55
0,774366,4936,79080802,0.009792085821284413,1.0,18
0,35449243,4936,79080802,0.4482661038263117,1.0,49
0,59349745,4936,79080802,0.7504949810701211,1.0,50
0,58060450,4936,79080802,0.734191466596406,1.0,44
0,218058,4936,79080802,0.0027574075437424117,1.0,12
0,62852059,4936,79080802,0.7947827716769994,1.0,49
0,17417,4936,79080802,0.0002202430875701033,1.0,2
0,75552030,4936,79080802,0.955377640201474,1.0,45
0,879797,4936,79080802,0.01112529182493622,1.0,17
0,8670894,4936,79080802,0.10964600485462957,1.0,23
0,73282119,4936,79080802,0.926673947995621,1.0,46
0,51874972,4936,79080802,0.6559742780555008,1.0,24
0,69287857,4936,79080802,0.8761653302403282,1.0,60
0,50978227,4936,79080802,0.6446346737859335,1.0,49
0,76038995,4936,79080802,0.9615354558493223,1.0,44
0,75902087,4936,79080802,0.9598042139228684,1.0,52
0,50186520,4936,79080802,0.6346233059194316,1.0,35
0,122385,4936,79080802,0.0015475943200474877,1.0,6
0,67475036,4936,79080802,0.8532416755206909,1.0,38
0,53294358,4936,79080802,0.6739228314856999,1.0,61
0,67721355,4936,79080802,0.8563564517213672,1.0,46
0,5700580,4936,79080802,0.07208551071598894,1.0,19
0,50758243,4936,79080802,0.6418529114057291,1.0,39
0,58580270,4936,79080802,0.7407647433823445,1.0,27
0,138036,4936,79080802,0.001745505818213629,1.0,12
0,51489098,4936,79080802,0.6510947878348528,1.0,25
0,49566874,4936,79080802,0.6267877000033459,1.0,36
0,36925587,4936,79080802,0.46693490791861214,1.0,42
0,75079888,4936,79080802,0.949407265748266,1.0,56
0,40760092,4936,79080802,0.5154233514222579,1.0,35
0,42104931,4936,79080802,0.5324292361121983,1.0,56
0,216418,4936,79080802,0.002736669261396717,1.0,5
0,62621911,4936,79080802,0.791872482527428,1.0,53
0,5475085,4936,79080802,0.06923406011992646,1.0,23
0,54842623,4936,79080802,0.6935010977759178,1.0,56
0,18409477,4936,79080802,0.2327932511357181,1.0,25
0,14856,4936,79080802,0.00018785848934612474,1.0,2
0,8110504,4936,79080802,0.10255970848651737,1.0,38
0,63451526,4936,79080802,0.8023632082031743,1.0,24
0,75805366,4936,79080802,0.9585811484309428,1.0,63
0,68051625,4936,79080802,0.8605328130081432,1.0,57
0,54191768,4936,79080802,0.6852708448758524,1.0,26
0,1669134,4936,79080802,0.02110669034438978,1.0,32
0,77865571,4936,79080802,0.984633046589487,1.0,51
0,91415,4936,79080802,0.0011559695613607966,1.0,5
0,10272,4936,79080802,0.00012989246113108465,1.0,9
0,55178085,4936,79080802,0.6977431134297297,1.0,27
0,1794251,4936,79080802,0.02268883160795461,1.0,33
0,5065,4936,79080802,6.404841468350308e-05,1.0,4
0,8254,4936,79080802,0.00010437425761058923,1.0,6
0,75903158,4936,79080802,0.9598177570328636,1.0,59
0,67410587,4936,79080802,0.8524266989603874,1.0,49
0,75686193,4936,79080802,0.957074170795587,1.0,60
0,18873398,4936,79080802,0.23865966862602128,1.0,20
0,722159,4936,79080802,0.009131912951515084,1.0,8
0,38044,4936,79080802,0.00048107756924367054,1.0,15
0,1810616,4936,79080802,0.022895771846117595,1.0,39
0,43940916,4936,79080802,0.5556458064246743,1.0,32
0,65640736,4936,79080802,0.8300464125287955,1.0,59
0,72939899,4936,79080802,0.9223464754441919,1.0,45
0,661503,4936,79080802,0.008364899991783088,1.0,31
0,50332375,4936,79080802,0.6364676852923166,1.0,35
0,23569834,4936,79080802,0.29804748312997636,1.0,35
0,355648,4936,79080802,0.0044972735607815405,1.0,9
0,33219,4936,79080802,0.0004200640251473423,1.0,3
0,21390695,4936,79080802,0.2704916295613694,1.0,31
0,764237,4936,79080802,0.00966400163721152,1.0,18
0,74247127,4936,79080802,0.9388767579772396,1.0,59
0,389523,4936,79080802,0.004925632898867161,1.0,13
0,24911472,4936,79080802,0.3150128902334602,1.0,28
0,64310996,4936,79080802,0.8132314591346709,1.0,43
0,5250,4936,79080802,6.638779409445038e-05,1.0,5
0,116496,4936,79080802,0.001473126183014684,1.0,9
0,3531066,4936,79080802,0.04465136810322182,1.0,23
0,65015394,4936,79080802,0.8221387790174409,1.0,48
0,323783,4936,79080802,0.004094331263863511,1.0,9
0,1202753,4936,79080802,0.015209165430568092,1.0,19
0,50711358,4936,79080802,0.6412600367912303,1.0,36
0,1024138,4936,79080802,0.012950526222533757,1.0,39
0,26787022,4936,79080802,0.3387297716075262,1.0,41
0,23019200,4936,79080802,0.2910845542512328,1.0,30
0,4816156,4936,79080802,0.060901709115190814,1.0,21
0,39681868,4936,79080802,0.5017888918223161,1.0,37
0,103560,4936,79080802,0.0013095466583659583,1.0,7
0,71320375,4936,79080802,0.9018671181407594,1.0,42
0,90532,4936,79080802,0.0011448037666588157,1.0,7
0,19415509,4936,79080802,0.24551482166303776,1.0,39
0,169931,4936,79080802,0.002148827473955057,1.0,8
0,6223,4936,79080802,7.869166526662186e-05,1.0,2
0,38374977,4936,79080802,0.48526287075338465,1.0,57
0,4037536,4936,79080802,0.051055830212748725,1.0,33
0,15448937,4936,79080802,0.19535635210174018,1.0,11
0,6441707,4936,79080802,0.08145727960624376,1.0,40
0,76109558,4936,79080802,0.9624277457378341,1.0,59
0,371732,4936,79080802,0.004700660471298711,1.0,19
0,78399666,4936,79080802,0.9913868349488919,1.0,54
0,66175758,4936,79080802,0.8368119230758434,1.0,38
0,59560453,4936,79080802,0.7531594457021313,1.0,49
0,57698369,4936,79080802,0.7296128458585941,1.0,49
0,4091325,4936,79080802,0.05173600793780518,1.0,27
0,10138793,4936,79080802,0.12820801943814378,1.0,29
0,2724120,4936,79080802,0.034447298599728414,1.0,21
0,120755,4936,79080802,0.001526982490642925,1.0,13
0,28132885,4936,79080802,0.3557486050786384,1.0,33
0,18932,4936,79080802,0.00023940070815164468,1.0,13
0,48417820,4936,79080802,0.6122575742213641,1.0,44
0,45000441,4936,79080802,0.569043811669993,1.0,34
0,5638,4936,79080802,7.12941682103831e-05,1.0,2
0,23516779,4936,79080802,0.297376587050799,1.0,33
0,65990595,4936,79080802,0.8344704824819557,1.0,46
0,62027559,4936,79080802,0.7843567266806424,1.0,60
0,1602288,4936,79080802,0.020261403014096898,1.0,25
0,5919012,4936,79080802,0.0748476475997297,1.0,25
0,1744430,4936,79080802,0.022058830409939445,1.0,9
0,16923622,4936,79080802,0.21400417765110677,1.0,30
0,14290250,4936,79080802,0.18070441420156563,1.0,39
